timestamp,pr_url,finding_id,tool_name,finding_type,finding_url,evaluator_id,master_rating,master_reasoning,finding_summary,detection_latency_ms,false_positive_link
2026-06-29T19:24:08.616Z,https://github.com/ThePlenkov/skills/pull/13,scan:84136666797:0,scan,code_scan,https://github.com/ThePlenkov/skills/actions/runs/28396564272/job/84136666797,Kilo,1,Info-only deprecation notice. Not actionable in PR scope.,Node.js 20 is deprecated. The following actions target Node.js 20 but are being forced to run on No…,122000,
2026-06-29T19:24:08.616Z,https://github.com/ThePlenkov/skills/pull/13,scan:84136666797:1,scan,code_scan,https://github.com/ThePlenkov/skills/actions/runs/28396564272/job/84136666797,Kilo,3,"Skillspector Tool Misuse on SKILL.md:30 — real finding but out of PR scope (PR fixes cache, not skill content).",[Tool Misuse]skillspector[TM1]: Tool Misuse,122000,
2026-06-29T19:24:08.616Z,https://github.com/ThePlenkov/skills/pull/13,scan:84136666797:2,scan,code_scan,https://github.com/ThePlenkov/skills/actions/runs/28396564272/job/84136666797,Kilo,3,"Skillspector Rogue Agent on workflows/sync.md:3 — real, out of PR scope.",[Rogue Agent]skillspector[RA1]: Rogue Agent,122000,
2026-06-29T19:24:08.616Z,https://github.com/ThePlenkov/skills/pull/13,scan:84136666797:3,scan,code_scan,https://github.com/ThePlenkov/skills/actions/runs/28396564272/job/84136666797,Kilo,3,"Skillspector Rogue Agent on workflows/install.md:42 — real, out of PR scope.",[Rogue Agent]skillspector[RA1]: Rogue Agent,122000,
2026-06-29T19:24:08.616Z,https://github.com/ThePlenkov/skills/pull/13,scan:84136666797:4,scan,code_scan,https://github.com/ThePlenkov/skills/actions/runs/28396564272/job/84136666797,Kilo,3,"Skillspector Rogue Agent on workflows/install.md:3 — real, out of PR scope.",[Rogue Agent]skillspector[RA1]: Rogue Agent,122000,
2026-06-29T19:24:08.616Z,https://github.com/ThePlenkov/skills/pull/13,scan:84136666797:5,scan,code_scan,https://github.com/ThePlenkov/skills/actions/runs/28396564272/job/84136666797,Kilo,3,"Skillspector Privilege Escalation on SKILL.md:17 — real, out of PR scope.",[Privilege Escalation]skillspector[PE3]: Privilege Escalation,122000,
2026-06-29T19:24:08.616Z,https://github.com/ThePlenkov/skills/pull/13,scan:84136666797:6,scan,code_scan,https://github.com/ThePlenkov/skills/actions/runs/28396564272/job/84136666797,Kilo,3,"Skillspector Memory Poisoning on references/LEARNINGS.md:47 — real, out of PR scope.",[Memory Poisoning]skillspector[MP3]: Memory Poisoning,122000,
2026-06-29T19:24:08.616Z,https://github.com/ThePlenkov/skills/pull/13,scan:84136666797:7,scan,code_scan,https://github.com/ThePlenkov/skills/actions/runs/28396564272/job/84136666797,Kilo,3,"Skillspector Privilege Escalation on SKILL.md:18 — real, out of PR scope.",[Privilege Escalation]skillspector[PE3]: Privilege Escalation,122000,
2026-06-29T19:24:08.616Z,https://github.com/ThePlenkov/skills/pull/13,scan:84136666797:8,scan,code_scan,https://github.com/ThePlenkov/skills/actions/runs/28396564272/job/84136666797,Kilo,3,"Skillspector Privilege Escalation on SKILL.md:3 — real, out of PR scope.",[Privilege Escalation]skillspector[PE3]: Privilege Escalation,122000,
2026-06-29T19:24:08.616Z,https://github.com/ThePlenkov/skills/pull/13,scan:84136666797:9,scan,code_scan,https://github.com/ThePlenkov/skills/actions/runs/28396564272/job/84136666797,Kilo,3,"Skillspector MCP Rug Pull on SKILL.md:35 — real, out of PR scope.",[ASI16]skillspector[RP1]: MCP Rug Pull,122000,
2026-06-29T19:24:08.616Z,https://github.com/ThePlenkov/skills/pull/13,scan:84136666797:10,scan,code_scan,https://github.com/ThePlenkov/skills/actions/runs/28396564272/job/84136666797,Kilo,3,"Skillspector MCP Rug Pull on SKILL.md:29 — real, out of PR scope.",[ASI16]skillspector[RP1]: MCP Rug Pull,122000,
2026-06-29T19:24:08.616Z,https://github.com/ThePlenkov/skills/pull/13,scan:84136666797:11,scan,code_scan,https://github.com/ThePlenkov/skills/actions/runs/28396564272/job/84136666797,Kilo,3,"Skillspector MCP Rug Pull on SKILL.md:23 — real, out of PR scope.",[ASI16]skillspector[RP1]: MCP Rug Pull,122000,
2026-06-29T19:24:08.616Z,https://github.com/ThePlenkov/skills/pull/13,scan:84136666797:12,scan,code_scan,https://github.com/ThePlenkov/skills/actions/runs/28396564272/job/84136666797,Kilo,3,"Skillspector MCP Rug Pull on SKILL.md:20 — real, out of PR scope.",[ASI16]skillspector[RP1]: MCP Rug Pull,122000,
2026-06-29T19:24:08.616Z,https://github.com/ThePlenkov/skills/pull/13,scan:84136666797:13,scan,code_scan,https://github.com/ThePlenkov/skills/actions/runs/28396564272/job/84136666797,Kilo,3,"Skillspector MCP Rug Pull on SKILL.md:17 — real, out of PR scope.",[ASI16]skillspector[RP1]: MCP Rug Pull,122000,
2026-06-29T19:24:08.616Z,https://github.com/ThePlenkov/skills/pull/13,scan:84136666797:14,scan,code_scan,https://github.com/ThePlenkov/skills/actions/runs/28396564272/job/84136666797,Kilo,3,"Skillspector MCP Rug Pull on SKILL.md:14 — real, out of PR scope.",[ASI16]skillspector[RP1]: MCP Rug Pull,122000,
2026-06-29T19:24:08.616Z,https://github.com/ThePlenkov/skills/pull/13,scan:84136666797:15,scan,code_scan,https://github.com/ThePlenkov/skills/actions/runs/28396564272/job/84136666797,Kilo,3,"Skillspector MCP Rug Pull on SKILL.md:8 — real, out of PR scope.",[ASI16]skillspector[RP1]: MCP Rug Pull,122000,
